URLID,URL,TagID,Tag,Start,End,Time,State
video_validation_0000056,video_validation_0000056.mp4,20,background_background,62,62,1,1
video_validation_0000056,video_validation_0000056.mp4,20,background_background,75,75,1,1
video_validation_0000056,video_validation_0000056.mp4,20,background_background,87,87,1,1
video_validation_0000056,video_validation_0000056.mp4,20,background_background,95,95,1,1
video_validation_0000056,video_validation_0000056.mp4,20,background_background,112.5,112.5,1,1
video_validation_0000056,video_validation_0000056.mp4,20,background_background,134.5,134.5,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,0,0,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,13,13,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,75,75,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,95,95,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,156.5,156.5,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,189,189,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,203,203,1,1
video_validation_0000057,video_validation_0000057.mp4,20,background_background,219.5,219.5,1,1
video_validation_0000058,video_validation_0000058.mp4,20,background_background,17,17,1,1
video_validation_0000058,video_validation_0000058.mp4,20,background_background,89,89,1,1
video_validation_0000058,video_validation_0000058.mp4,20,background_background,118.5,118.5,1,1
video_validation_0000058,video_validation_0000058.mp4,20,background_background,129,129,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,3,3,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,10.5,10.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,31,31,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,51,51,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,74.5,74.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,87,87,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,99,99,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,121,121,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,131,131,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,142.5,142.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,150.5,150.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,176.5,176.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,192.5,192.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,210.5,210.5,1,1
video_validation_0000059,video_validation_0000059.mp4,20,background_background,222.5,222.5,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,2.5,2.5,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,34.5,34.5,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,57,57,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,71,71,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,77,77,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,83,83,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,113,113,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,141,141,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,147,147,1,1
video_validation_0000060,video_validation_0000060.mp4,20,background_background,181,181,1,1
video_validation_0000151,video_validation_0000151.mp4,20,background_background,5,5,1,1
video_validation_0000151,video_validation_0000151.mp4,20,background_background,29,29,1,1
video_validation_0000152,video_validation_0000152.mp4,20,background_background,3.5,3.5,1,1
video_validation_0000152,video_validation_0000152.mp4,20,background_background,40.5,40.5,1,1
video_validation_0000152,video_validation_0000152.mp4,20,background_background,67,67,1,1
video_validation_0000152,video_validation_0000152.mp4,20,background_background,128,128,1,1
video_validation_0000152,video_validation_0000152.mp4,20,background_background,163,163,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,1,1,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,12.5,12.5,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,21.5,21.5,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,38.5,38.5,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,82.5,82.5,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,111,111,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,142.5,142.5,1,1
video_validation_0000153,video_validation_0000153.mp4,20,background_background,164.5,164.5,1,1
video_validation_0000154,video_validation_0000154.mp4,20,background_background,4.5,4.5,1,1
video_validation_0000154,video_validation_0000154.mp4,20,background_background,12.5,12.5,1,1
video_validation_0000154,video_validation_0000154.mp4,20,background_background,20,20,1,1
video_validation_0000154,video_validation_0000154.mp4,20,background_background,36.5,36.5,1,1
video_validation_0000155,video_validation_0000155.mp4,20,background_background,7,7,1,1
video_validation_0000155,video_validation_0000155.mp4,20,background_background,58.5,58.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,1.5,1.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,18.5,18.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,31,31,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,105,105,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,124.5,124.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,141,141,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,156.5,156.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,173.5,173.5,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,197,197,1,1
video_validation_0000156,video_validation_0000156.mp4,20,background_background,234.5,234.5,1,1
video_validation_0000157,video_validation_0000157.mp4,20,background_background,10,10,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,2.5,2.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,20.5,20.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,39,39,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,173,173,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,193,193,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,198.5,198.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,206,206,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,213.5,213.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,226.5,226.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,234,234,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,246.5,246.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,259.5,259.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,275,275,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,297,297,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,55,55,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,130.5,130.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,143,143,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,250.5,250.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,283,283,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,320.5,320.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,342.5,342.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,398.5,398.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,420.5,420.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,77,77,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,117,117,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,132.5,132.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,164.5,164.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,204.5,204.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,264.5,264.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,324.5,324.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,352.5,352.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,378.5,378.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,24.5,24.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,32.5,32.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,58.5,58.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,6.5,6.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,15,15,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,21.5,21.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,32.5,32.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,48.5,48.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,75,75,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,83,83,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,87,87,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,91,91,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,95.5,95.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,107,107,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,115,115,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,118,118,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,137,137,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,147,147,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,153,153,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,161,161,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,167,167,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,175,175,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,187,187,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,195,195,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,22.5,22.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,33,33,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,40.5,40.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,62.5,62.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,102.5,102.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,112.5,112.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,123,123,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,135,135,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,158,158,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,180.5,180.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,192.5,192.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,224.5,224.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,4.5,4.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,106,106,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,114.5,114.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,137.5,137.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,162.5,162.5,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,1,1,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,46,46,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,54.5,54.5,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,62,62,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,73,73,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,86.5,86.5,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,101,101,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,7,7,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,31,31,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,82.5,82.5,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,86.5,86.5,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,97,97,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,106.5,106.5,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,118,118,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,141,141,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,2,2,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,21.5,21.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,27.5,27.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,41,41,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,53,53,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,76.5,76.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,87.5,87.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,91,91,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,94,94,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,108.5,108.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,114.5,114.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,129,129,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,150.5,150.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,157.5,157.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,163.5,163.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,166.5,166.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,172,172,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,179,179,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,186,186,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,194.5,194.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,18.5,18.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,24,24,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,29,29,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,33.5,33.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,46,46,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,53,53,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,59,59,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,65,65,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,74.5,74.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,82.5,82.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,91,91,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,101,101,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,106.5,106.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,113.5,113.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,130.5,130.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,136,136,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,0.5,0.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,5.5,5.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,8.5,8.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,16.5,16.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,20.5,20.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,30.5,30.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,35.5,35.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,38,38,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,41,41,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,44.5,44.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,52,52,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,61,61,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,67.5,67.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,72,72,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,74.5,74.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,80,80,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,88.5,88.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,91,91,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,98,98,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,101.5,101.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,108,108,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,110.5,110.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,118,118,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,127,127,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,136.5,136.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,144.5,144.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,149.5,149.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,153.5,153.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,161,161,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,166,166.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,169,169,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,172.5,172.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,178.5,178.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,185,185,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,3,3,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,27,27,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,46.5,46.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,69,69,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,76.5,76.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,98.5,98.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,120.5,120.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,131,131,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,145,145,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,170,170,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,193,193,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,207,207,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,1.5,1.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,9,9,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,79,79,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,84,84,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,89,89,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,97,97,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,107.5,107.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,119,119,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,135,135,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,3,3,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,19,19,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,37,37,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,55,55,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,71,71,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,89,89,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,101,101,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,5,5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,13,13,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,27,27,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,30.5,30.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,35,35,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,57,57,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,65.5,65.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,78.5,78.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,95,95,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,103,103,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,109,109,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,118.5,118.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,124,124,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,151,151,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,165.5,165.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,194.5,194.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,209,209,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,2.5,2.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,15,15,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,23,23,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,33,33,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,49,49,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,63,63,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,72.5,72.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,99,99,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,115,115,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,125,125,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,139,139,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,149,149,1,1
video_validation_0000175,video_validation_0000175.mp4,20,background_background,17,17,1,1
video_validation_0000175,video_validation_0000175.mp4,20,background_background,76.5,76.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,3,3,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,9.5,9.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,19.5,19.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,35,35,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,38.5,38.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,49.5,49.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,54.5,54.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,61,61,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,66.5,66.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,71.5,71.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,81.5,81.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,85.5,85.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,90,90,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,92,92,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,98,98,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,101.5,101.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,105.5,105.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,108.5,108.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,115.5,115.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,120,120,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,126,126,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,129,129,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,135,135,1,1
video_validation_0000177,video_validation_0000177.mp4,20,background_background,29,29,1,1
video_validation_0000177,video_validation_0000177.mp4,20,background_background,88.5,88.5,1,1
video_validation_0000177,video_validation_0000177.mp4,20,background_background,145,145,1,1
video_validation_0000178,video_validation_0000178.mp4,20,background_background,10.5,10.5,1,1
video_validation_0000178,video_validation_0000178.mp4,20,background_background,29,29,1,1
video_validation_0000178,video_validation_0000178.mp4,20,background_background,109,109,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,3,3,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,25,25,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,47,47,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,67,67,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,99,99,1,1
video_validation_0000179,video_validation_0000179.mp4,20,background_background,109,109,1,1
