URLID,URL,TagID,Tag,Start,End,Time,State
video_validation_0000158,video_validation_0000158.mp4,20,background_background,206,206,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,214,214,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,226.5,226.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,234,234,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,248,248,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,261.5,261.5,1,1
video_validation_0000158,video_validation_0000158.mp4,20,background_background,295,295,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,28,28,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,76.5,76.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,125.5,125.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,196,196,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,259,259,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,345.5,345.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,397.5,397.5,1,1
video_validation_0000159,video_validation_0000159.mp4,20,background_background,436.5,436.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,22,22,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,88,88,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,125,125,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,172,172,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,217.5,217.5,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,292,292,1,1
video_validation_0000160,video_validation_0000160.mp4,20,background_background,334.5,334.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,16.5,16.5,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,26,26,1,1
video_validation_0000161,video_validation_0000161.mp4,20,background_background,52,52,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,0,0,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,6.5,6.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,19.5,19.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,34.5,34.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,64,64,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,76,76,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,83.5,83.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,91,91,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,106.5,106.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,115,115,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,118.5,118.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,122,122,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,125.5,125.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,139,139,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,147.5,147.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,154,154,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,158.5,158.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,167.5,167.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,170,170,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,175.5,175.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,187.5,187.5,1,1
video_validation_0000162,video_validation_0000162.mp4,20,background_background,193.5,193.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,25.5,25.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,46,46,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,76.5,76.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,103,103,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,115.5,115.5,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,124,124,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,139,139,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,166,166,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,187,187,1,1
video_validation_0000163,video_validation_0000163.mp4,20,background_background,229,229,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,70,70,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,98,98,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,106,106,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,112,112,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,114.5,114.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,122,122,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,132.5,132.5,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,142,142,1,1
video_validation_0000164,video_validation_0000164.mp4,20,background_background,167,167,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,34,34,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,55.5,55.5,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,64,64,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,88,88,1,1
video_validation_0000165,video_validation_0000165.mp4,20,background_background,103,103,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,2,2,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,16,16,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,61.5,61.5,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,88,88,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,97.5,97.5,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,109,109,1,1
video_validation_0000166,video_validation_0000166.mp4,20,background_background,136.5,136.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,4,4,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,14.5,14.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,21.5,21.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,28,28,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,43,43,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,64,64,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,82,82,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,91,91,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,94,94,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,108.5,108.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,115.5,115.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,133,133,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,141.5,141.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,148,148,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,150.5,150.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,157,157,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,160.5,160.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,163.5,163.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,169,169,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,172,172,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,181.5,181.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,186,186,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,189,189,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,195.5,195.5,1,1
video_validation_0000167,video_validation_0000167.mp4,20,background_background,208,208,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,0,0,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,19,19,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,24.5,24.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,30,30,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,34.5,34.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,46,46,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,54,54,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,66.5,66.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,71.5,71.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,84.5,84.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,93.5,93.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,102.5,102.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,109.5,109.5,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,119,119,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,130,130,1,1
video_validation_0000168,video_validation_0000168.mp4,20,background_background,136.5,136.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,1.5,1.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,5,5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,11,11,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,16,16,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,21,21,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,28.5,28.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,31,31,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,33.5,33.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,35.5,35.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,38,38,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,41,41,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,44,44,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,50,50,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,52.5,52.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,61,61,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,64,64,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,67.5,67.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,71.5,71.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,74.5,74.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,77,77,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,80,80,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,82.5,82.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,86,86,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,88.5,88.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,91,91,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,98,98,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,101,101,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,108.5,108.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,112,112,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,118.5,118.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,127,127,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,141.5,141.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,144.5,144.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,149,149,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,153.5,153.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,158,158,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,161,161,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,166,166,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,172.5,172.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,175.5,175.5,1,1
video_validation_0000169,video_validation_0000169.mp4,20,background_background,187.5,187.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,4.5,4.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,10.5,10.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,27.5,27.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,43,43,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,49,49,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,67,67,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,85,85,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,103.5,103.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,120.5,120.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,123.5,123.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,130.5,130.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,144.5,144.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,159.5,159.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,176,176,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,186,186,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,198.5,198.5,1,1
video_validation_0000170,video_validation_0000170.mp4,20,background_background,211,211,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,1.5,1.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,55.5,55.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,86,86,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,89,89,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,95,95,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,101,101,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,109,109,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,116.5,116.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,121.5,121.5,1,1
video_validation_0000171,video_validation_0000171.mp4,20,background_background,145,145,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,3.5,3.5,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,22,22,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,40.5,40.5,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,55,55,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,70,70,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,85,85,1,1
video_validation_0000172,video_validation_0000172.mp4,20,background_background,100,100,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,1,1,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,13,13,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,19,19,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,27,27,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,30.5,30.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,37,37,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,47.5,47.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,55.5,55.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,61.5,61.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,66,66,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,72.5,72.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,79.5,79.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,94,94,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,102.5,102.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,109,109,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,115.5,115.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,118.5,118.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,123,123,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,128,128,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,132.5,132.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,151,151,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,157.5,157.5,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,167,167,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,173,173,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,194,194,1,1
video_validation_0000173,video_validation_0000173.mp4,20,background_background,208,208,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,5.5,5.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,17,17,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,34.5,34.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,52,52,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,103.5,103.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,128.5,128.5,1,1
video_validation_0000174,video_validation_0000174.mp4,20,background_background,145.5,145.5,1,1
video_validation_0000175,video_validation_0000175.mp4,20,background_background,61,61,1,1
video_validation_0000175,video_validation_0000175.mp4,20,background_background,77.5,77.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,4,4,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,9.5,9.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,16,16,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,19.5,19.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,22,22,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,28,28,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,32,32,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,34.5,34.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,38.5,38.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,49.5,49.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,54,54,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,61,61,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,66.5,66.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,71.5,71.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,81.5,81.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,86,86,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,90,90,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,98,98,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,102,102,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,105.5,105.5,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,108,108,1,1
video_validation_0000176,video_validation_0000176.mp4,20,background_background,116.5,116.5,1,1
